sentimen,Tweet
0,sikda hahaha aku polah scaling jak
0,terus kamu sekarang mer ama siapa
-1,aku malas nak layan orang kang tak layan kang kesi layan kang fake hope haiyo apa nak buat
1,sikaaat ajaaaa sissst sikat baju celana biar bersih wkwk canda ding kalo usah sikat sii
0,nctea kobisa ngedip gitu kalo aku udah kedip2 hasil merem smua
1,shuhuaama sih aku suka banget sama makan jepang
-1,aku traumatised tengok fjdjksj punn dub japanese
-1,kawan kawan aku hisap rokok aku sayang korang kalau henti guys mungkin bukan sekarang kena
0,keli jadi femes apantah aku kan kahkahkah
0,ngantuk aku tidur dulu jangan khawatir besok aku cinta biasa besok aku ngirim pesan
1,aku nak cari rezeki halal bisnes online dgn cara betul tak aku nak tipu orang pulak kan
0,mending sama gua aja gerobak gua bayarin buat resepsi nikah nanti uwuwuwuwuw
0,followback aku group
1,cepet sembuh sayaang moga kamu selalu beri kuat allah angkat sakit kamu segera yaaemangat
1,selamat tambah umur kamuu moga kamu sehat selalu panjang umurmuemoga kamu selalu
-1,bangsad tampar gue
1,wei aku kedai mamak tiba2 keluar nudes aduh hahahaha
-1,malu betul aku junior macam asheeq ali yihhhhhhh
0,aku tengok member keluar pergi sana sini tak habis2 duit orang ilmu apa aku makan lebih ringgit sikit
0,tengah2 malam lapar ulang alik peti sejuk 5kali buka jenguk tutup buka jenguk tutup terfikir gak kalau peti
0,terus kemarin pak juno tiba tiba random ngomong kalau masih sesuai plan awal lagi ribet nyiapin kawin nih
0,biasa perempuan kena jaga jaga muka malaikat kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk
0,hampir semua aku punya wkwkwk
0,mamat cool cinta dlm hati putih kain bom cari walaupun kena mcm still rasa awek
0,hush floi udah yang punya kamu sama harry aja sana
1,walaupun maut pisah aku selalu cinta sayang tulus hati fellychibi
-1,kadang kamu henti peduli orang bukan benci karena tak pernah sadar peduli katabijak
0,huh bukan pasal aku benci mathematics
0,surprise giveaway aku gabut ingin nambah teman aku mau bagiin pulsa nominal 10rb operator apa aja buat
0,aku fast lena bukan fast learner
-1,bengis nya perempuan tengok aku haha xhabis2 dendam nya kali aku semenjak asasi
1,hari aku usaha sinar awan jalan iring tetap puja bebas hanyut
1,rindu kau takpa aku doa jauh jeemoga tuhan beri lindung kau
0,aku fikir acne scar rupa tai lalat sendiri
-1,sorry aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayang sempit sem
1,mantap nih kata kata pak jokowi aku para avengers siap cegah thanos hapus tengah populasi
-1,bodo betul aku hibur bodo member ceni
1,anak jiran aku umur tahun bagitau gay kak sbb dah taknak pegang tetek laangsung hahahahahaah
1,muhammad muhammad dengar seru aku rindu rindu pada muhammad
-1,sakit hati bile dengar kisah orang kalau kene sendiri entoh memang aku ngamuk
0,faded away kepala bapak dah jantan taknak ngaku hanjeng
-1,aku ingin lindung walau jalan derita apa nagato chapter 373 quoteui
0,dah lah asyik aku kena cari kau asyik aku nak kena terhegeh hegeh asyik aku nak ria lebih pergi mampus
-1,bukankah pantas aku rasa beda
1,jangan lupa sholat jumat sayang aku jelek sayang bukan biar ganteng kan wajib kirain makas
0,nak dekat tahun but this first time bagi surat sangat panjang sbb lama selalu tak ret nak
0,sorry zri aku tanya kau week buat apa
-1,aku panggil jangan tanya aku panggil karena aku rindu tanya hati rindu kamu dengan aseq
1,orang bisa buat aku sering rasa khawatir arti dia orang sangat aku sayang
0,loh gatau aku lagi deh
0,kalau buat haha takyah sebok2 jaga tepi kain aku time tgt taknak pulak jaga betul2 skrg nak
1,nama indonesia nama toleransi nama bhineka tunggal ika peti jenasah pendeta oma palese man
1,aku mauuuu
-1,aku kisah miskin
-1,aku nak tengok bila nak lakon bodoh
-1,amit amit allah
1,omg kamu lihat bigolive mana aja
1,ngikik baca ginian siang hari
1,wahai manusia aku suka terima kasih support aku ada aku gembira duka kau memang anugerah
0,yuk rapat workshop bag amphoes premium kamu dpt ilmu buka usaha laundryepatu tas mahal brand sedia
0,nak femes benar
0,oiya aku kan anak baik jadi aku kasih tiga
0,back then school cikgu semua macam jangan cinta sekarang kat uni handsome handsome kamu jumpa now
-1,pernah hehehehe pernah sekali aku sesal
1,lipstik creamy kaya purbasari bibir aku kering kalo pake enak liat kering
1,gemes kan aku oenyoe getoh cmiew jfclosedday
-1,kamu aja please gausah ajak ajak aku
0,nek aku konco sak sekolah sihiswa masuk bandel lha karena bawa bmw sport sing anyar
1,gua dinyanyiin raisa lagu mantan indah allah aku haru
1,kenang paling indah ialah pertama kali kau cumbu aku sayang
-1,dom malang nih kamu
0,bayang kamu telfonan sama hanbin nyata udah tengah malem kamu ngantuk terus hanbin nyanyiin lagu sampe kam
0,aku udah beberapa bulan lalu main jadi kalau bosan aku lari kesana beberapa
-1,kecewa jugak bila ingat dah tidur tak reply whatsapp tiba tiba tengok dekat pulak reply orang
-1,kamu rupa gagal patah ingin terus juang
-1,sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam kau kawan aku jadi kau dah macam tan
0,hmm aku tengah lapar nep
0,tubuh sembunyi embun jendela aku sebut kabut tidak tetes gerimis tehpotji
0,erina followan kuyy baru buat acc nehh tulis follback woy kalian aja ntar aku follow ntar jangan lup
0,bgthu jelah suka someone
-1,aku kalau dah sakit hati orang muka orang aku malas tengok
-1,askmf aku mau kasih kado earphone gebetanku tpi gagal pacar terus kutilisin dengerin apa kamu mau denger jang
-1,ngetik kangen aku tuh hapus gamau tag orang nya ldmstro
0,081223555353 allah hibur aku ridha sabar tiap uji engkau turun jualforedijogja
0,tak aku nak bakar orang awal2
1,untuk kak rehan kamu sabar
0,woelaaah potekan nyam nyam
1,terus sharing2 gitu deh sama ngasih motivasi gua sama ngasih petuah2 kalo kamu pgn kaya amp nikah umur 30th
0,teh kamu minum terlalu panas kamu paham sekali hukum termodinamika
1,start kuliah aku dah ponteng haih apa nak jadi hahaha
-1,dah kenapatudent poal aku login accendiri nak buat entranceurvey keluar profile orang yang aku tak kenal
-1,aku hanya selam dungu ira ngira laut tak ombak sebut apa rasa kosong rendah gair
1,iya lagi tempat paling indah aku mau tunjukkin dgn semangataya bawa tempat titik favorit
0,duit kamu kan banyak cey krim kali
0,sblum kahwin isteri pernah tnya knpa pernah confessejak kenal 2017 xpernah aku luah asa tiap
-1,masa nama yang paling aku tungguedangkang sekarang datang masa bisa mungkin aku harap tak
1,kalau aku juang trus akhir aku akan temu jalan matsukaze tenma
1,hsjsjs aku apalagi kalo liat dancenya
-1,kamu cari benar justru benar you you
0,lelaki power bab fokus corpus collosum tissue inside our brain which connected between hemisphere left
1,selamat rehat acappan lawak aku suka amp evergreen selainathiya
0,aku butuh totebag nder huhu mau nya font kaya gitu warna tulis nya itaammmmmmmmm totebag nya putih lucu bgt pasti
0,aku mau pulsa buat 2org masing 10k karna aku wkt bilang bangchan blonde aku nah skrg blonde
0,tgok tweet buat aku ingin canai
-1,kalau aku org anak mahu efa anak kalau tgk
0,lah aku baru tau masaaa
1,senang senang aku bodoh duluob sob
1,ngantuk aku tidur dulu jangan khawatir besok aku cinta biasa besok aku ngirim pesan
0,hari minggu dewan nasehat rapat perdana mbs
1,mauu aku
1,aku percaya allah sdh mentakd
-1,tipu aku tak pakai makeup
-1,duit aku habis aku lost sia hais
-1,aku percaya kamu balik percaya diri sendiri aku punya percaya diri cinta celty
0,sudah templatenya kalo udah jadi mamah mamah tuh kalo bagi2 hadiah apa bilang aku satu dong
-1,aku baru liat trailer kok gak mudeng otak kiri
-1,kamu aja cape ngeboong aku cape diboongin
1,iya bener hahaha aku uda folback wlpun jarang pake hahaha fbmu apa
0,add aku kat pokemon weyh 684601639823
1,jeffan jangan manis manis banget donk aku diabetes
-1,sudah cekam tak ucap diam jangan berfikir aku bicara apa bisa2 nafsu bica
-1,aku gampang bgt nang liat foto hewan utama kucing luka aja aku nang
1,aku cinta diri sendiri
-1,aku penat nak pura pura suka orang susah aku bila kau susah aku tak kisah orang nak tolo
0,aku nak reda ada dululah
0,dara aku buat pergi kenduri kahwin lepas ramai sangat orang lepas risau tak tempat duduk htt
-1,aku dah pms tok jak nebiak nak ngaco emosi aku koh aku siku dah burok lebam entam planking jakjak carik
0,yaallah buahagia aku masio lue
-1,hai ingat akueseorang kau buat terbang tinggi lalu kejam kau hempas aku saja kata
0,aku jujur aku busuq aku fresssshcare
1,gigih nau
-1,dengan aku bahagia hidup penuh warna jika kamu tinggal aku mungkin isa derita hanya 1000katasayang
0,aku mimpi amir cena
1,thanks wey kau berani tegur aku walaupun aku dah tak suke
0,dasar asas love tadi aku alva gelar acara harga rutin anak buah
0,edi world war iii
-1,bener kalo rasa ubah awal ketemu sebenernya ubah itu sifat asli dulu baik
1,aku ada tempat aku jadi orang jalan atas kaki sendiri aku ada tempat aku
0,siang aku avail say isi slot yukk minat cuss aku sayang availjaksel realangels openbookingjakse
0,cara medapatkan uang banyak modal kamu bisa ratus juta
0,ingin jugak lah nak makeup mcm other girls cantik cantik weh pandang kening aku macam tak nak
1,aku suka perempuan susah nak tapi tulah susah betul nak
-1,koreaelatan jerman damping kau nol mapan kamu malah pilih buat pelamin
1,aku suka jinkook
0,tgk badan aku dah macam rupe orang tak makan tahun dah
-1,sorry bro lah perempuan saya kelam kelibut bukan takut awak sebab baru ingat plug
0,aku gak renang gak tau siapa margaret thatcher hem
0,aku meh gojek wae
-1,aku pergi klinik muntah tengok carta organisasi buat aku nak gelak apa wei
0,sayang udh keluar belum aku tanya pisann udh keluar
0,walaikumsalam cuba guna teknik ingat baik camane pon kami tetap kalah perempua
0,yok minions kamu bisa ngatasi
1,aku tahu kau sabar
1,aku sumpah cheese selesai segala masalah kat malaysia nak kedai makan laris jual makan cheese nak
-1,owalah prabowo kamu dukung ulama 212 fpi dkk pks partai amien rais lha kok pake analogi godfather
1,aku putar waktu aku akan putar aku tau kamu sdh bahagia begini
0,assalam macam mana lelaki ingat jalan jauhelekoh belok2 rujuk maps even pernah pergiekali kalau aku
-1,kamu jangan macem macem aku bakal ngawasin kamu sini
1,arti aku sepecial
0,mungkin aku silap fikir lama
1,aku nak pesan satu benda penting harga orang masih kat dunia especially mom dad grandma siblin
1,aku xpernah tengok mak bahagia bahagia dye hidup pakcik mak sedih susah dah mule ade sinar bah
0,tak niat pon padahal aku duk foward ayat group
-1,aku bilang bakal negatif aku cuma mau jaga2 aja kapok lah salah terus nilai negatif keti
0,sela sela convo ada petrus biasa cewe cewe jawab begini mundur kamu
0,halo teman kotaklicious siap kasih dukung paling tarik buat serta favorit amp kamu punya sempat
-1,tak okay langsung nak video call apa bagai gatal apaa kalau aku mmg tak okay aku kawan lel
-1,mmg babi babi babi babi dah lah tak hensem babi pulak pergi mampos jela ingat aku hadap kau
0,jadi kamu bayar homeschooling cuma bulan aja her tak lahh aku banyarnya lama tiga
0,lahir bayi laki2 utk abdurrahman bin abi bakar aku lindung kpd allah sprt kata rasulullah
0,korang know perempuan zaman sekarang tak suka kan bila laki2 try hard sangat macam kerja nak tunjuk badan nak
-1,haa mana aku tau jual bra mas mas gara sekarang kalo chat seller shopee aku pernah mangg
-1,percuma baik kalo gak mau sama aku
0,waaah arti foto dipake orang dia follow aku soal nah terus tadi akun kamu raden
0,aku habis husnuzonnn
-1,aku harap aku gak megang kelas bawah
0,sis apa pulak aku laki sakai
1,kok aku minat pen nonton magic kaito berapa
-1,masalah kau bangga kot kena cat called ngan mat salleh ingat ktorg lupa
-1,aku join sekali tambah syiling biar mampos jahanam ekor
0,memetwit mesin tenun hujan aku ngelih
0,jadi ragut samun dekat office aku pagi tadi around agut naik 125zr warna biru try kejar agut bawa
0,2hare retweet repost informasi kuis pada akun sosial media kalian tag mention orang teman kamu
-1,aku ngiwo koe nengen aku lungo ojo kangen
0,wkwkkw aku paling pantene bun
0,alas tidak yang duli sama aku semua dunia hanya tinggal aku sinka sajaemu
1,tiap salam buat suami aku exo korea paaak
0,aku tak peduli kamu panggil musuh aku bawa submisi yamato hotsuin quotes
1,temen doa aku biar lancar buat ngerjain skripsi utama bulan
0,foto baru aku
0,biasa aku bayar advance
0,oalah pantesan aku pake wifi ngandelin kuota aja jadi kalo kadang suka putus2 krn ganggu sinyal heuheu
-1,aku cemburu marah jangan bosan jelas kebenarannyaabar sikap kadang melelahka
-1,aku salah ckp
0,grammy museum behind thecene with bts album pertama kamu beli taensduga album pertama eminem jin bts
0,tak bagi aku nasi tapi laki pastu solat jumaat dia pon makan
1,ambik aku pls hahahahaha
-1,aku penat korang nampak aku main dalam aku asa aku jangan nak suka hati judge org
1,aku bilang akun bisyar receh kata iya gpp kok klo asa highclass seh beda senyumin aja
0,mau liat siapa sih suka stalk twitter kamu liat temen temen kamu kepo cek sini
0,oot btw aku tau temenku gaji sampe puluh juta gimana kalo tiap isipt tahun langs
-1,lah aku letih jgok delete bendo tulo dio automatic post diri
0,korang tahu tak apps namaocar sewa keretaekarang tengah banyak promotion sbb baru aku baru tempah
1,tuhan jadi negeri mekah negeri aman jauh aku serta anak cucu menyem
0,teh ais rm2 nasi campur rm8 50emalam nasi campur lauk sama harga rm7 hari jadi rm8 50yukur aku jimat rm1
0,kirim jawab kolom komentar format quizidaman tebakkeunggulanblenderturbo lengkap jawab kamu
0,mmg ptg aku bantai tidor
1,siang happy friday sholat jum nya jangan lupa aku habis giat terus ada latih bareng team
1,aku syg kamu martinricaardo kamu donimodali1olehyakub
-1,nasib aku orang johor and stay perak study lis that why not single
-1,gemas banget allah wkwkwk order tgl kirim ownernya sempet tlp sih barang kosong jadi
0,first giveaway nature republic aloe vera orang menang pulsa 50k orang menang cara amp like twee
1,uhan tidur malam aku mohon engkau siap rezeki surprise bagus untuk esok hari aamiin
-1,bahagia kamu bahagia aku malah selalu celah dia
-1,mesti jenis layan dah layan lelaki lepas layan lelaki pulak lepas play victim kata tak
0,crazyrichsurabayan girl girl hahhh kon potong rambut mek 500 cek murahee nang ndi ikuu aku potong
1,adek tingkat kocak rek ngekek aku
0,berapa kali kamu dapeturprise orang palingpecial
1,aku jokowilagi
0,bukak paper math tdi rase tidur tktau laa saka ape lekat kat aku tdi
-1,kalo suka bilang jangan empet empet kalo ngelarang ngelarang jdi aku tau alesannya
0,aku rasa malam aku tidur paling lena
-1,memang aku salah mata orang takde satu baik aku buat yang orang harga terima kasih lama
0,futzal dulu baru kamu
0,siapa kenal niebab kalau yang kenal aku nak jumpa bawak ronda ronda tengok kawasan puncak
0,padahal acara kemarin semua baca pakr text maju podium aku liat
-1,jadi apa kamu percaya kata orang orang tanya harus aku percayaemua orang bebas dapat
0,baru minggu lepas aku tengok cerita biar betul acappan lakon jadi orang estetalam takziah buat keluarga acappanel
-1,perempuan tak tau leher aurat tak kisah lah kau pakai turban serban lantak kau parents kau tak
0,peluk unni
-1,bagaimana kamu yakin bahwa sama2 cinta nkri cinta presiden nkri sah kamu mampu
0,dah break roger tau
0,minggu kau balik balik untung ahhh rumah dekatt balik kauu minggu balik tak
0,aku lukis gambar korang
1,aku bantu slagi aku mampu
1,kamu lebih baik dari belum tentu lebih baik dari balik fakta siapa lebih kaya materi
0,kejap tunggak kos guam sejak zaman tun kejap nak beli hartanah kamu ingat rakyat bodoh
-1,jantan alfa amp induk bunuh leher bayi ikat akan jadi hewan pelihara jangan beli amp pelihara anak
0,krn butuh istri cuma sandang pangan papan doang kalo kamu cinta istri kamu hrs penuh butuh sekund
1,siang boss jgn lupa makan siang selalu pentingin sehat kamu yaemangat perfom nya
-1,aku dulu lahir jogja jogja juluk kota hati nyaman pantes aja aku langsung pake hati kalo udah nyaman dikit
-1,sekarang aku tanya tanya apa faedah ajar tiup recorder masa sekolah rendah dulu
0,diam orgnya tak bising komfem kamu bosan haha
1,anak jiran aku umur tahun bagitau gay kak sbb dah taknak pegang tetek laangsung hahahahahaahahaha
0,oke nder opini terima kamu lebih ngehargai minat streaming kalau minta daripa
-1,iya kak maaf aku salah
0,ramai cakap tumblr tempat porn aku pernah bukak apps takda jumpa benda lucah jumpa gambar cantik quotes
